location,name,category,price,cost,utility,quantity,total,total_utility,Year,Month,Day_name,Day,Hour,sale_timestamp
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Friday,5,18,2024-01-05 18:26:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Tuesday,26,19,2024-03-26 19:42:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Saturday,30,3,2024-03-30 03:39:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Monday,29,20,2024-01-29 20:02:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Thursday,15,5,2024-02-15 05:43:00
University District,Latte,Coffee,6.28,3.28,3.0,4,25.12,12.0,2024,January,Tuesday,23,17,2024-01-23 17:59:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,January,Tuesday,16,17,2024-01-16 17:45:00
University District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Sunday,3,19,2024-03-03 19:58:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Saturday,20,5,2024-01-20 05:19:00
Suburbs,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,February,Wednesday,7,10,2024-02-07 10:03:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,25,5,2024-02-25 05:29:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,March,Monday,4,5,2024-03-04 05:49:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Sunday,18,0,2024-02-18 00:11:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Saturday,3,12,2024-02-03 12:55:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Tuesday,2,13,2024-01-02 13:36:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Tuesday,9,9,2024-01-09 09:41:00
Financial District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,February,Tuesday,6,23,2024-02-06 23:35:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,March,Wednesday,6,22,2024-03-06 22:24:00
University District,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Saturday,16,11,2024-03-16 11:58:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,April,Friday,26,16,2024-04-26 16:16:00
Suburbs,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Wednesday,21,0,2024-02-21 00:57:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Thursday,11,16,2024-01-11 16:56:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Saturday,27,10,2024-04-27 10:14:00
University District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,January,Saturday,6,20,2024-01-06 20:29:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Wednesday,10,14,2024-04-10 14:15:00
Downtown,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,February,Monday,12,2,2024-02-12 02:32:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Wednesday,17,20,2024-01-17 20:50:00
Downtown,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,March,Friday,29,7,2024-03-29 07:22:00
Suburbs,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,February,Thursday,8,7,2024-02-08 07:13:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Monday,18,5,2024-03-18 05:41:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Wednesday,24,23,2024-01-24 23:00:00
Financial District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Wednesday,31,13,2024-01-31 13:41:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Saturday,9,19,2024-03-09 19:58:00
Suburbs,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,March,Wednesday,6,20,2024-03-06 20:21:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,March,Thursday,14,3,2024-03-14 03:39:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Friday,9,9,2024-02-09 09:33:00
Financial District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Sunday,7,9,2024-04-07 09:28:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Monday,4,3,2024-03-04 03:09:00
University District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Friday,8,16,2024-03-08 16:51:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Monday,15,23,2024-04-15 23:49:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,March,Wednesday,6,11,2024-03-06 11:14:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Tuesday,27,5,2024-02-27 05:59:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Monday,8,10,2024-01-08 10:58:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Thursday,4,12,2024-01-04 12:01:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Monday,5,3,2024-02-05 03:26:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Monday,29,3,2024-01-29 03:27:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Sunday,7,10,2024-01-07 10:10:00
Downtown,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Tuesday,5,3,2024-03-05 03:08:00
Financial District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Thursday,18,20,2024-04-18 20:40:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,4,9.04,4.32,2024,April,Sunday,14,18,2024-04-14 18:22:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,January,Monday,1,15,2024-01-01 15:46:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,January,Friday,26,13,2024-01-26 13:18:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,February,Wednesday,21,7,2024-02-21 07:03:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,March,Thursday,28,3,2024-03-28 03:13:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,April,Monday,1,19,2024-04-01 19:28:00
Downtown,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Tuesday,23,4,2024-04-23 04:27:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Thursday,15,21,2024-02-15 21:30:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,April,Wednesday,17,6,2024-04-17 06:53:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,4,11.84,5.64,2024,January,Monday,22,10,2024-01-22 10:53:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Wednesday,14,12,2024-02-14 12:44:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Friday,26,2,2024-01-26 02:51:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,April,Saturday,13,23,2024-04-13 23:10:00
Mall,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,March,Thursday,21,14,2024-03-21 14:14:00
Financial District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,April,Monday,29,12,2024-04-29 12:55:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Wednesday,17,19,2024-01-17 19:13:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Tuesday,20,12,2024-02-20 12:23:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,January,Sunday,7,9,2024-01-07 09:58:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,April,Saturday,6,4,2024-04-06 04:11:00
Mall,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,January,Monday,15,4,2024-01-15 04:10:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Friday,5,3,2024-04-05 03:48:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,5,18.45,8.8,2024,February,Sunday,25,16,2024-02-25 16:01:00
Downtown,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Wednesday,17,11,2024-01-17 11:53:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,February,Tuesday,20,14,2024-02-20 14:18:00
University District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Saturday,17,7,2024-02-17 07:50:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,April,Thursday,18,18,2024-04-18 18:11:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,January,Sunday,7,6,2024-01-07 06:29:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,5,28.75,13.75,2024,February,Friday,9,6,2024-02-09 06:16:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Thursday,28,0,2024-03-28 00:58:00
Financial District,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Monday,19,10,2024-02-19 10:54:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,4,11.28,5.4,2024,February,Saturday,3,7,2024-02-03 07:49:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,March,Wednesday,6,17,2024-03-06 17:11:00
Suburbs,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,February,Monday,26,7,2024-02-26 07:47:00
Suburbs,Wrap,Food,4.36,2.28,2.08,4,17.44,8.32,2024,April,Sunday,14,17,2024-04-14 17:10:00
Downtown,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Monday,26,12,2024-02-26 12:42:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Tuesday,2,13,2024-04-02 13:10:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Sunday,7,12,2024-01-07 12:47:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Thursday,4,15,2024-04-04 15:29:00
Mall,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,March,Friday,15,10,2024-03-15 10:36:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,February,Thursday,22,17,2024-02-22 17:47:00
Downtown,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Wednesday,24,0,2024-01-24 00:18:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,7,19.74,9.45,2024,January,Wednesday,24,23,2024-01-24 23:00:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,January,Thursday,4,15,2024-01-04 15:39:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,February,Sunday,25,7,2024-02-25 07:32:00
Financial District,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Sunday,4,16,2024-02-04 16:33:00
University District,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,January,Tuesday,16,19,2024-01-16 19:43:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,January,Tuesday,30,3,2024-01-30 03:09:00
Downtown,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,April,Monday,15,17,2024-04-15 17:07:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,January,Tuesday,23,11,2024-01-23 11:49:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Wednesday,24,1,2024-04-24 01:35:00
University District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,January,Monday,22,13,2024-01-22 13:28:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Tuesday,23,7,2024-04-23 07:53:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,5,23.55,11.25,2024,January,Saturday,20,3,2024-01-20 03:01:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Friday,26,1,2024-01-26 01:45:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,March,Thursday,28,20,2024-03-28 20:12:00
Mall,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,April,Tuesday,16,1,2024-04-16 01:14:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,March,Thursday,14,20,2024-03-14 20:11:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,April,Saturday,27,6,2024-04-27 06:57:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Thursday,14,2,2024-03-14 02:31:00
University District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,April,Sunday,21,2,2024-04-21 02:32:00
Suburbs,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,April,Monday,29,7,2024-04-29 07:53:00
Financial District,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,February,Tuesday,6,1,2024-02-06 01:44:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,4,18.84,9.0,2024,January,Monday,22,13,2024-01-22 13:07:00
University District,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,March,Tuesday,26,17,2024-03-26 17:32:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Tuesday,12,15,2024-03-12 15:57:00
Financial District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Monday,15,22,2024-04-15 22:32:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Saturday,27,3,2024-04-27 03:36:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Sunday,18,1,2024-02-18 01:11:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Sunday,3,18,2024-03-03 18:44:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Sunday,4,1,2024-02-04 01:08:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,February,Wednesday,7,2,2024-02-07 02:45:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,2,11.8,5.64,2024,February,Monday,26,22,2024-02-26 22:39:00
Financial District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Thursday,1,9,2024-02-01 09:12:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Sunday,18,12,2024-02-18 12:04:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Saturday,13,16,2024-04-13 16:38:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Wednesday,24,4,2024-04-24 04:58:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Sunday,4,19,2024-02-04 19:11:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,March,Saturday,23,5,2024-03-23 05:43:00
Financial District,Espresso,Coffee,3.69,1.93,1.76,4,14.76,7.04,2024,April,Monday,29,9,2024-04-29 09:54:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,February,Sunday,11,8,2024-02-11 08:37:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Tuesday,9,11,2024-04-09 11:40:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Monday,8,9,2024-01-08 09:49:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Monday,8,23,2024-04-08 23:15:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Friday,22,3,2024-03-22 03:36:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Sunday,14,15,2024-01-14 15:09:00
Suburbs,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Friday,19,17,2024-04-19 17:46:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Saturday,6,0,2024-01-06 00:35:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Thursday,22,9,2024-02-22 09:30:00
University District,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Tuesday,30,18,2024-01-30 18:09:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,February,Monday,5,13,2024-02-05 13:12:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Wednesday,20,3,2024-03-20 03:31:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,January,Tuesday,9,1,2024-01-09 01:13:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,January,Monday,29,10,2024-01-29 10:08:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Saturday,20,8,2024-01-20 08:45:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Thursday,8,1,2024-02-08 01:21:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Sunday,7,11,2024-04-07 11:23:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,March,Wednesday,27,12,2024-03-27 12:08:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,March,Monday,25,20,2024-03-25 20:11:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,February,Sunday,18,9,2024-02-18 09:08:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Monday,1,14,2024-04-01 14:36:00
Mall,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,February,Thursday,8,3,2024-02-08 03:29:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Tuesday,23,3,2024-01-23 03:09:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,January,Wednesday,24,21,2024-01-24 21:31:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,February,Sunday,11,10,2024-02-11 10:37:00
Downtown,Latte,Coffee,6.28,3.28,3.0,2,12.56,6.0,2024,April,Wednesday,24,15,2024-04-24 15:43:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,25,19,2024-01-25 19:02:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Thursday,28,21,2024-03-28 21:25:00
University District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Tuesday,16,15,2024-01-16 15:23:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Thursday,14,5,2024-03-14 05:58:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,January,Thursday,4,7,2024-01-04 07:36:00
University District,Espresso,Coffee,3.69,1.93,1.76,4,14.76,7.04,2024,February,Monday,12,8,2024-02-12 08:41:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,April,Sunday,14,0,2024-04-14 00:36:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Wednesday,10,19,2024-04-10 19:32:00
Mall,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Tuesday,30,11,2024-01-30 11:47:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,February,Monday,12,4,2024-02-12 04:02:00
University District,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,March,Sunday,10,1,2024-03-10 01:00:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Monday,18,16,2024-03-18 16:44:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,February,Sunday,25,4,2024-02-25 04:28:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,April,Tuesday,16,2,2024-04-16 02:30:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,March,Friday,22,3,2024-03-22 03:29:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Sunday,14,15,2024-04-14 15:52:00
University District,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,February,Sunday,11,21,2024-02-11 21:12:00
Suburbs,Flat White,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Friday,15,18,2024-03-15 18:04:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Sunday,14,14,2024-01-14 14:00:00
Mall,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Friday,5,10,2024-04-05 10:52:00
Financial District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Saturday,3,3,2024-02-03 03:56:00
Downtown,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,March,Wednesday,6,12,2024-03-06 12:45:00
Mall,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Sunday,21,12,2024-01-21 12:59:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,March,Thursday,7,11,2024-03-07 11:36:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,31,6,2024-03-31 06:24:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,February,Thursday,29,5,2024-02-29 05:05:00
Mall,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,April,Saturday,20,20,2024-04-20 20:09:00
Mall,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,March,Friday,22,16,2024-03-22 16:21:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,March,Sunday,3,6,2024-03-03 06:21:00
University District,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,April,Thursday,4,22,2024-04-04 22:47:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,25,8,2024-02-25 08:41:00
Financial District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Friday,12,23,2024-04-12 23:23:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Tuesday,16,11,2024-04-16 11:52:00
Mall,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,January,Wednesday,24,14,2024-01-24 14:11:00
Mall,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,March,Thursday,28,15,2024-03-28 15:03:00
Downtown,Brownie,Bakery,2.96,1.55,1.41,3,8.88,4.23,2024,March,Wednesday,13,20,2024-03-13 20:43:00
University District,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,January,Friday,5,17,2024-01-05 17:18:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,January,Friday,12,23,2024-01-12 23:08:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,4,15.76,7.52,2024,April,Thursday,25,20,2024-04-25 20:11:00
University District,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,March,Wednesday,6,20,2024-03-06 20:45:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Monday,29,3,2024-01-29 03:03:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,January,Thursday,11,2,2024-01-11 02:28:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,March,Saturday,16,2,2024-03-16 02:05:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Sunday,31,22,2024-03-31 22:22:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Saturday,27,7,2024-04-27 07:25:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,4,20.76,9.92,2024,February,Wednesday,21,18,2024-02-21 18:11:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,18,3,2024-01-18 03:43:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,4,21.16,10.12,2024,April,Thursday,18,17,2024-04-18 17:59:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Friday,8,8,2024-03-08 08:06:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,February,Thursday,15,12,2024-02-15 12:35:00
Downtown,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,February,Monday,5,8,2024-02-05 08:53:00
Financial District,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,February,Sunday,11,23,2024-02-11 23:55:00
Downtown,Salad,Food,3.37,1.76,1.61,3,10.11,4.83,2024,January,Wednesday,17,3,2024-01-17 03:21:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Sunday,24,0,2024-03-24 00:02:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,February,Tuesday,20,13,2024-02-20 13:52:00
University District,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Monday,29,20,2024-04-29 20:28:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Saturday,13,22,2024-01-13 22:28:00
University District,Muffin,Bakery,5.75,3.0,2.75,4,23.0,11.0,2024,January,Sunday,14,10,2024-01-14 10:47:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,2,5.66,2.7,2024,January,Tuesday,9,3,2024-01-09 03:55:00
Downtown,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Wednesday,10,1,2024-04-10 01:37:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Thursday,4,9,2024-04-04 09:59:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Monday,12,3,2024-02-12 03:15:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,February,Sunday,4,6,2024-02-04 06:28:00
Suburbs,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Monday,19,3,2024-02-19 03:22:00
Mall,Muffin,Bakery,5.75,3.0,2.75,3,17.25,8.25,2024,March,Monday,11,5,2024-03-11 05:32:00
